factor,q3_t_s,q3_t_h,q4_t_s,q4_t_h
0.5,78232.26958695432,21.7311859963762,108520.32170949892,30.144533808194144
1.0,59286.17508875796,16.468381969099433,70759.97874952822,19.655549652646727
2.0,49865.058148097225,13.851405041138118,51332.773796356654,14.259103832321292
