time_s,max_C,argmax_index,argmax_coordinate_cm,argmax_xi,center_C,surface_C,event_value
70639.0,0.15078884734268827,0,0.0,0.0,0.15078884734268827,0.08046588083485429,0.0007888473426882758
70640.0,0.15078230165291284,0,0.0,0.0,0.15078230165291284,0.08046395223997005,0.0007823016529128479
70641.0,0.15077575638335644,0,0.0,0.0,0.15077575638335644,0.08046202376282674,0.0007757563833564463
70642.0,0.15076921153399225,0,0.0,0.0,0.15076921153399225,0.08046009540341766,0.0007692115339922589
70643.0,0.15076266710479355,0,0.0,0.0,0.15076266710479355,0.08045816716173612,0.0007626671047935574
70644.0,0.15075612309573355,0,0.0,0.0,0.15075612309573355,0.08045623903777548,0.0007561230957335574
70645.0,0.15074957950678544,0,0.0,0.0,0.15074957950678544,0.08045431103152902,0.0007495795067854472
70646.0,0.15074303633792246,0,0.0,0.0,0.15074303633792246,0.08045238314299008,0.0007430363379224703
70647.0,0.15073649358911784,0,0.0,0.0,0.15073649358911784,0.08045045537215198,0.0007364935891178426
70648.0,0.15072995126034483,0,0.0,0.0,0.15072995126034483,0.08044852771900805,0.0007299512603448355
70649.0,0.15072340935157663,0,0.0,0.0,0.15072340935157663,0.0804466001835516,0.0007234093515766371
70650.0,0.1507168678627865,0,0.0,0.0,0.1507168678627865,0.08044467276577595,0.0007168678627865188
70651.0,0.15071032679394766,0,0.0,0.0,0.15071032679394766,0.08044274546567443,0.0007103267939476687
70652.0,0.15070378614503335,0,0.0,0.0,0.15070378614503335,0.08044081828324036,0.0007037861450333582
70653.0,0.1506972459160168,0,0.0,0.0,0.1506972459160168,0.08043889121846706,0.0006972459160168032
70654.0,0.15069070610687127,0,0.0,0.0,0.15069070610687127,0.08043696427134786,0.000690706106871275
70655.0,0.15068416671757,0,0.0,0.0,0.15068416671757,0.08043503744187609,0.0006841667175700172
70656.0,0.1506776277480862,0,0.0,0.0,0.1506776277480862,0.08043311073004505,0.0006776277480862181
70657.0,0.15067108919839317,0,0.0,0.0,0.15067108919839317,0.0804311841358481,0.0006710891983931766
70658.0,0.15066455106846413,0,0.0,0.0,0.15066455106846413,0.08042925765927854,0.0006645510684641365
70659.0,0.1506580133582723,0,0.0,0.0,0.1506580133582723,0.0804273313003297,0.0006580133582723136
70660.0,0.15065147606779097,0,0.0,0.0,0.15065147606779097,0.0804254050589949,0.0006514760677909792
70661.0,0.1506449391969934,0,0.0,0.0,0.1506449391969934,0.08042347893526747,0.0006449391969934049
70662.0,0.15063840274585283,0,0.0,0.0,0.15063840274585283,0.08042155292914074,0.0006384027458528341
70663.0,0.1506318667143425,0,0.0,0.0,0.1506318667143425,0.08041962704060804,0.0006318667143425105
70664.0,0.15062533110243567,0,0.0,0.0,0.15062533110243567,0.08041770126966268,0.0006253311024356778
70665.0,0.15061879591010566,0,0.0,0.0,0.15061879591010566,0.080415775616298,0.0006187959101056628
70666.0,0.15061226113732565,0,0.0,0.0,0.15061226113732565,0.08041385008050732,0.0006122611373256537
70667.0,0.15060572678406894,0,0.0,0.0,0.15060572678406894,0.08041192466228397,0.0006057267840689495
70668.0,0.15059919285030882,0,0.0,0.0,0.15059919285030882,0.0804099993616213,0.0005991928503088217
70669.0,0.1505926593360185,0,0.0,0.0,0.1505926593360185,0.08040807417851259,0.000592659336018514
70670.0,0.15058612624117132,0,0.0,0.0,0.15058612624117132,0.08040614911295121,0.0005861262411713253
70671.0,0.1505795935657405,0,0.0,0.0,0.1505795935657405,0.08040422416493047,0.0005795935657404994
70672.0,0.15057306130969933,0,0.0,0.0,0.15057306130969933,0.0804022993344437,0.0005730613096993353
70673.0,0.15056652947302107,0,0.0,0.0,0.15056652947302107,0.08040037462148424,0.0005665294730210768
70674.0,0.15055999805567902,0,0.0,0.0,0.15055999805567902,0.0803984500260454,0.0005599980556790229
70675.0,0.15055346705764644,0,0.0,0.0,0.15055346705764644,0.08039652554812052,0.0005534670576464451
70676.0,0.1505469364788966,0,0.0,0.0,0.1505469364788966,0.08039460118770295,0.0005469364788966147
70677.0,0.15054040631940285,0,0.0,0.0,0.15054040631940285,0.08039267694478598,0.0005404063194028585
70678.0,0.1505338765791384,0,0.0,0.0,0.1505338765791384,0.08039075281936296,0.0005338765791383926
70679.0,0.15052734725807654,0,0.0,0.0,0.15052734725807654,0.08038882881142724,0.0005273472580765437
