rtol,q3_t_s,q3_t_h,q4_t_s,q4_t_h
1e-07,59286.175363623166,16.46838204545088,70759.96719458739,19.655546442940942
1e-08,59286.17508875796,16.468381969099433,70759.97874952822,19.655549652646727
1e-09,59286.17512886408,16.46838198024002,70759.97691632718,19.655549143424217
