time_s,max_C,argmax_index,argmax_coordinate_cm,argmax_xi,center_C,surface_C,event_value
59340.0,0.14966254588615868,0,0.0,0.0,0.14966254588615868,0.11259751407878774,-0.0003374541138413123
59341.0,0.14965628715322327,0,0.0,0.0,0.14965628715322327,0.11259364727806927,-0.0003437128467767281
59342.0,0.14965002881327202,0,0.0,0.0,0.14965002881327202,0.11258978071199058,-0.0003499711867279709
59343.0,0.14964377086630493,0,0.0,0.0,0.14964377086630493,0.1125859143805517,-0.0003562291336950685
59344.0,0.149637513312322,0,0.0,0.0,0.149637513312322,0.11258204828375261,-0.0003624866876779931
59345.0,0.14963125615132322,0,0.0,0.0,0.14963125615132322,0.1125781824215933,-0.00036874384867677246
59346.0,0.14962499938330862,0,0.0,0.0,0.14962499938330862,0.11257431679407379,-0.00037500061669137885
59347.0,0.14961874300827818,0,0.0,0.0,0.14961874300827818,0.11257045140119407,-0.00038125699172181227
59348.0,0.14961248702623187,0,0.0,0.0,0.14961248702623187,0.11256658624295414,-0.0003875129737681282
59349.0,0.14960623143705665,0,0.0,0.0,0.14960623143705665,0.11256272131929465,-0.0003937685629433474
59350.0,0.14959997623829838,0,0.0,0.0,0.14959997623829838,0.11255885662892771,-0.0004000237617016178
59351.0,0.14959372143225613,0,0.0,0.0,0.14959372143225613,0.11255499217305985,-0.00040627856774386184
59352.0,0.14958746701892997,0,0.0,0.0,0.14958746701892997,0.11255112795169109,-0.000412532981070024
59353.0,0.14958121299831983,0,0.0,0.0,0.14958121299831983,0.1125472639648214,-0.0004187870016801598
59354.0,0.14957495937042575,0,0.0,0.0,0.14957495937042575,0.11254340021245081,-0.0004250406295742415
59355.0,0.1495687061352477,0,0.0,0.0,0.1495687061352477,0.11253953669457929,-0.0004312938647522968
59356.0,0.14956245329278572,0,0.0,0.0,0.14956245329278572,0.11253567341120688,-0.00043754670721427025
59357.0,0.14955620084303978,0,0.0,0.0,0.14955620084303978,0.11253181036233353,-0.0004437991569602173
